feature_id,blank_1,blank_2,blank_3,blank_4,group1_1,group1_2,group1_3,group1_4,group2_1,group2_2,group2_3,group2_4,group3_1,group3_2,group3_3,group3_4,group4_1,group4_2,group4_3,group4_4
feature_254,0,0,0,0,1894,0,0,2876,1008,1156,0,3460,300,2970,1622,3152,1158,782,0,0
feature_255,0,0,0,0,0,4020,7242,6306,2568,0,1894,0,2446,7370,10684,10272,3068,2522,0,0
feature_256,0,0,0,0,812,746,3114,3270,668,816,590,0,0,910,2400,2356,640,956,1868,2112
feature_257,0,0,0,0,0,0,0,376,0,0,0,4802,0,0,0,546,0,0,7592,2546
feature_258,0,0,0,0,0,0,1318,1628,0,0,0,2210,0,0,0,656,0,0,3760,5052
feature_259,0,0,0,0,0,0,0,370,0,0,0,0,0,0,542,1754,0,0,6622,1606
feature_260,0,0,0,0,208,0,0,0,3254,2542,3014,3268,0,0,0,0,0,1242,742,1156
feature_261,82,0,378,306,598,808,0,0,568,478,0,358,1770,1708,0,154,0,286,0,0
feature_262,0,0,0,0,648,1652,1274,0,798,946,1164,2440,534,1466,1732,1746,924,950,0,0
feature_263,0,0,0,0,1620,1542,1850,1646,600,766,950,1182,800,1392,2820,2094,942,796,1850,1320
feature_264,0,0,0,0,1344,630,1126,296,0,0,0,0,128,0,36,0,0,0,0,0
feature_265,0,0,0,0,5584,0,0,0,0,2666,0,4022,0,0,0,0,0,2248,4950,3770
feature_266,0,0,0,0,10666,8366,15452,92,25320,25416,31668,38308,1544,6852,0,0,25900,48978,8564,372
feature_267,0,0,0,0,512,0,2878,0,0,434,356,1360,0,114,754,344,0,314,0,0
feature_268,0,0,0,108,528,414,1040,1164,332,416,550,1144,132,364,360,870,406,0,1476,1110
feature_269,0,0,0,0,1034,914,1822,1232,202,0,500,444,0,0,0,110,612,594,614,1076
feature_270,454,422,240,202,676,558,716,504,702,660,688,0,1124,488,326,254,1302,544,734,684
feature_271,0,0,0,0,352,0,0,454,970,296,784,718,84,0,0,0,1126,1184,1282,1814
feature_272,0,0,0,0,0,276,834,0,8580,5178,6138,4990,0,0,0,44,902,1070,512,1270
feature_273,0,0,0,0,4076,4200,18564,5934,4572,2564,3918,7242,788,2476,12842,4374,3268,1372,4428,3304
feature_274,0,0,0,0,2166,1992,2310,1322,9266,10252,7514,12232,318,356,0,302,7056,16418,9080,12148
feature_275,0,0,0,0,0,0,728,840,0,0,260,5332,0,0,5344,0,0,0,10918,0
feature_276,0,0,0,0,132,176,0,146,932,608,1040,802,0,0,0,0,1112,786,1026,1812
feature_277,0,0,0,0,1476,1032,684,0,414,0,1078,0,958,872,0,0,642,546,0,0
feature_278,0,0,0,0,0,154,0,0,618,0,400,1998,0,0,0,444,404,0,1500,878
feature_279,0,0,0,0,0,1176,1880,2440,1326,1404,964,1368,918,0,4190,0,0,474,616,354
feature_280,0,0,0,0,2332,2196,9868,4360,1868,1162,1448,3656,488,0,6008,5252,1956,0,6018,5602
feature_281,0,0,0,0,1302,1254,1624,0,952,0,0,0,830,1284,0,0,906,428,406,0
feature_282,0,0,0,0,190,132,152,188,1334,1410,1644,2130,0,0,0,138,960,1698,1744,1692
feature_283,0,0,0,0,648,528,1504,656,0,398,76,1884,74,1020,510,1798,0,0,0,772
feature_284,0,0,0,0,0,0,160,450,0,0,132,1142,0,0,2028,1106,0,142,2950,656
feature_285,0,0,0,0,1506,1702,3582,1322,1390,666,1302,734,346,320,630,310,2174,1746,2008,3292
feature_286,0,0,0,0,972,1096,2958,3082,912,0,866,0,0,2518,0,4838,984,444,0,644
feature_287,0,0,0,0,0,0,0,1024,0,0,0,0,0,0,8358,0,0,0,7644,2614
feature_288,0,0,0,0,5002,4962,10520,8754,3034,2408,2940,8250,1562,2284,17630,13348,1558,0,4378,2594
feature_289,0,0,0,0,4506,5444,12364,9194,2708,1600,2626,5868,890,2302,12304,11166,2384,2562,8928,8142
feature_290,0,0,0,0,476,408,714,340,1316,1278,1732,1536,0,0,0,0,1152,1556,1744,2146
feature_291,0,0,0,0,146,0,732,1270,0,0,0,0,0,0,1230,1146,0,0,0,588
feature_292,0,0,0,0,1112,0,0,0,0,0,0,0,0,1592,0,3234,1174,0,0,0
feature_293,0,0,0,0,2852,2890,6792,7228,774,650,958,3860,0,0,8530,8882,0,1488,5368,5730
feature_294,0,0,0,0,1492,1170,0,0,0,0,0,0,358,0,0,0,0,0,0,0
feature_295,0,0,0,0,982,700,0,904,1152,384,1072,1476,158,1796,1300,1116,1036,852,1684,1730
feature_296,102,204,202,208,2246,1896,2950,2324,1846,1924,1740,2568,482,488,584,782,1986,2248,2498,2656
feature_297,0,0,0,0,1382,0,3302,3954,576,390,640,3304,0,0,7192,4980,0,406,1782,1146
feature_298,0,0,0,0,0,492,878,452,302,0,298,428,0,0,358,0,230,582,362,462
feature_299,0,0,0,0,0,0,576,0,0,0,0,540,0,0,2254,1306,0,0,248,0
feature_300,0,0,0,0,3742,5862,4192,9150,3704,3420,4142,5476,5598,7558,25492,13354,2380,1940,3360,2030
feature_301,0,0,0,0,4392,5242,7642,9284,7972,6130,6498,12938,1194,1526,4910,5528,8314,8474,15284,11652
feature_302,0,0,0,0,0,1082,0,1080,2402,3480,2888,3774,0,0,0,0,1884,6870,2792,4380
feature_303,192,90,190,176,0,0,2280,734,17652,17524,17548,21418,452,672,510,810,31610,27640,36084,35128
feature_304,0,0,0,0,624,262,864,570,376,466,994,970,538,0,1936,0,592,312,920,0
feature_305,0,0,0,0,520,502,788,1472,0,0,446,1100,0,0,0,0,358,862,1036,1672
feature_306,0,0,0,0,1396,764,4206,3640,0,0,0,1178,0,0,2972,2344,0,612,2040,0
feature_307,0,0,0,72,558,422,722,328,6058,3828,5336,4748,382,1008,254,594,5014,2656,5530,5894
feature_308,0,0,0,0,0,0,104,484,0,0,0,1588,0,0,2542,1686,0,0,1886,414
feature_309,0,0,0,0,0,0,0,0,1280,420,850,940,0,0,0,0,1754,1582,2564,10094
feature_310,0,0,0,0,259964,183310,249346,135382,91616,89224,89360,110864,12686,15676,12740,13874,65238,153408,80382,113234
feature_311,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,1180,0,252,0,0
feature_312,0,0,0,0,4896,3162,5764,3426,1694,1618,1776,2146,268,0,0,232,0,0,1834,3110
feature_313,0,0,0,0,143224,110772,136416,600,66536,72528,62100,96494,18478,27928,0,548,55804,93278,69102,386
feature_314,0,0,0,0,0,0,452,884,0,0,0,2384,0,0,3778,2872,0,0,4162,1678
feature_315,0,0,0,0,0,0,574,0,0,0,788,3858,0,0,0,5410,0,872,0,0
feature_316,0,0,0,0,0,0,766,0,0,0,0,8676,0,0,8618,6846,0,374,10234,4192
feature_317,0,0,0,0,0,0,178,300,0,0,654,1600,0,0,0,1098,98,560,1668,1018
feature_318,0,0,0,0,0,96,0,2196,0,0,0,0,0,84,2346,2256,0,0,812,896
feature_319,0,0,0,0,0,0,920,2340,0,0,952,13136,0,98,12698,10008,0,1070,18524,5266
feature_320,0,0,0,0,968,0,1218,0,0,0,0,0,988,1026,0,0,0,0,0,0
feature_321,0,0,0,0,168,288,352,1118,14542,9224,11038,17196,0,0,124,0,19672,21234,29664,54316
feature_322,0,0,0,0,0,0,156,390,0,0,1722,1266,0,0,2362,1358,1326,572,2410,0
feature_323,0,0,0,0,300,290,380,904,394,240,292,608,400,396,0,1144,238,198,306,242
feature_324,0,0,0,0,194,206,0,0,9434,10732,7478,10854,150,0,158,0,23074,19360,26786,32794
feature_325,0,0,0,0,0,0,1120,0,1748,1914,2012,1936,0,0,0,0,2358,2090,1934,0
feature_326,0,0,0,0,85620,64748,65770,52966,8284,4218,4328,4682,172,378,212,356,2930,6646,4302,4804
feature_327,0,0,0,0,0,130,342,454,814,586,1056,0,0,0,1104,1004,1146,434,1444,0
feature_328,0,0,0,0,0,0,0,0,4600,5126,4568,5318,0,0,0,0,11382,9360,14788,11502
feature_329,0,0,0,0,148,0,814,738,1420,644,626,878,0,590,1698,0,736,0,642,0
feature_330,0,0,0,0,0,0,68,230,558,488,508,1104,0,0,934,0,0,470,896,1576
feature_331,0,0,0,0,0,0,0,290,4790,4238,3376,6154,270,414,504,592,6466,4738,10048,12816
feature_332,0,0,0,0,0,0,0,188,888,782,1358,2032,0,0,2168,1382,946,910,3322,138
feature_333,0,0,0,0,436,0,112,0,374,406,0,0,1356,846,0,0,366,0,90,0
feature_334,0,0,0,0,0,0,178,278,1636,1092,2900,2490,0,0,2764,1928,2092,844,3806,1564
feature_335,0,0,0,0,0,0,0,0,476,332,472,708,0,0,566,444,664,388,0,3196
feature_336,0,0,0,0,0,0,0,0,970,378,596,158,124,0,0,92,1592,1636,1586,1204
feature_337,0,0,0,0,1472,700,2062,6804,2984,2872,1652,0,0,0,3610,0,1648,1054,0,0
feature_338,0,0,0,0,448,340,428,0,0,0,0,0,162,606,990,1716,102,0,0,724
feature_339,0,0,0,0,0,0,0,0,714,760,538,0,90,122,0,0,1328,1216,1204,0
feature_340,0,0,0,0,0,0,0,0,0,0,1018,0,0,0,1480,0,0,1406,1746,846
feature_341,0,0,0,0,0,0,0,176,3160,2712,2386,2818,0,0,0,0,1570,2266,1298,3800
feature_342,0,0,0,0,0,0,0,0,916,634,460,1320,0,0,0,906,624,616,1394,2474
feature_343,0,0,0,0,638,712,944,868,2486,1962,1958,2526,0,0,612,1260,940,862,852,1704
feature_344,0,0,0,0,0,0,0,280,1686,1416,2834,3166,0,0,4490,3526,1908,1454,5120,0
feature_345,0,0,0,0,0,0,0,1068,0,0,0,0,0,0,206,0,0,0,0,456
feature_346,0,0,0,0,0,0,348,0,1190,1102,828,1864,0,202,212,0,0,0,1060,0
feature_347,0,0,0,0,0,0,0,1324,0,418,302,356,0,1498,2432,0,0,0,128,0
feature_348,0,0,0,0,0,0,606,5330,868,910,0,1530,0,0,912,2260,1138,552,722,2890
feature_349,0,0,0,0,0,0,0,532,532,182,0,454,0,340,524,866,0,262,460,416
feature_350,0,0,0,0,0,0,0,2456,0,0,0,0,0,0,0,1288,0,0,482,3958
feature_351,0,0,0,0,0,0,0,632,264,286,1636,1618,0,0,1152,0,0,1904,1576,892
feature_352,0,0,0,0,0,0,112,1392,0,0,0,0,0,0,334,580,0,122,0,1974
feature_353,0,0,0,0,0,0,0,1740,432,660,2658,3360,0,0,852,3598,2358,4188,3840,0
feature_354,0,0,0,0,238,0,0,0,210,570,1896,1462,0,0,0,0,1414,1592,1340,0
feature_355,0,0,0,0,206,0,520,0,1532,1680,1170,2218,0,162,0,7548,1436,0,1114,2968
feature_356,0,0,0,0,0,0,1124,10482,0,2976,0,6230,0,208,3020,17610,3694,0,4260,14028
feature_357,396,198,194,114,3344,2004,2190,2666,19178,3446,2510,4248,402,1686,586,1482,4390,4750,3922,5088
feature_358,0,0,0,0,0,0,0,626,0,0,158,338,0,0,0,554,0,582,448,770
feature_359,0,0,0,0,0,0,224,4444,0,0,0,1424,0,0,1288,5026,1070,922,1356,7374
feature_360,0,0,0,0,0,0,0,1136,428,468,494,560,0,0,428,1500,636,742,498,1768
feature_361,0,0,0,0,638,486,672,118,1018,1560,0,1182,122,482,0,170,0,2020,0,458
feature_362,0,0,0,0,0,0,0,696,276,0,0,396,0,0,276,976,0,196,0,726
feature_363,0,0,0,0,348,192,746,3308,0,1164,1154,1644,0,0,1538,4198,1646,0,2220,5790
feature_364,0,0,0,0,0,0,0,706,972,710,464,710,0,0,1174,1548,664,348,596,972
feature_365,0,0,0,0,222,0,0,768,420,0,0,0,0,0,452,646,0,138,320,546
feature_366,0,0,0,0,128,0,402,0,712,418,614,582,0,608,0,0,762,336,418,734
feature_367,0,0,0,0,0,0,0,0,612,1186,2762,2196,0,0,4554,7224,1934,2150,2188,4788
feature_368,0,0,0,0,0,0,0,3518,0,198,0,0,0,0,1870,8860,0,0,0,2440
feature_369,0,0,0,0,0,0,0,222,0,0,874,850,0,0,610,324,752,898,1014,238
feature_370,0,0,0,0,0,0,0,1348,0,0,0,0,0,0,0,1958,0,136,0,1472
feature_371,0,0,0,0,0,0,0,2268,404,0,0,920,0,0,476,3314,700,668,1006,5506
feature_372,0,0,0,0,0,0,0,0,8260,9888,21664,8438,0,0,0,0,16968,10636,9076,0
feature_373,0,0,0,0,0,0,56,786,534,0,0,438,0,0,0,1036,0,280,674,1924
feature_374,0,0,0,0,264,260,362,1946,208,358,0,764,0,216,0,2320,274,536,872,1390
feature_375,0,0,0,102,0,0,0,286,0,0,0,0,0,0,1378,560,0,0,0,0
feature_376,0,0,0,0,0,0,276,1562,0,0,0,240,0,0,1584,0,0,0,0,630
feature_377,0,0,0,0,0,0,0,596,0,0,0,0,0,98,1170,0,0,116,0,262
feature_378,0,0,0,0,0,0,0,488,0,0,0,246,0,0,658,414,0,0,0,0
feature_379,0,0,0,0,256,242,290,1654,776,628,606,758,0,538,2336,2700,600,296,384,806
feature_380,0,0,0,0,0,0,0,0,3236,3916,6930,3070,0,0,0,0,6044,3744,3344,0
feature_381,0,0,0,0,0,0,0,0,1856,1642,1442,744,0,0,0,0,980,750,310,0
feature_382,66,0,0,0,726,344,568,508,3694,2746,2858,1402,64,118,0,0,1506,2724,1028,3210
feature_383,0,0,0,0,170,0,0,0,1832,1214,1012,142,0,0,0,0,1176,308,0,0
feature_384,0,0,0,0,0,0,0,148,408,486,424,362,0,86,900,0,584,296,66,0
feature_385,1268,0,0,0,0,0,0,0,3400,2436,1452,1134,0,0,0,0,3344,646,880,0
feature_386,82,0,424,230,62,0,0,184,0,1554,2336,1286,0,0,238,0,472,0,428,2362
feature_387,0,0,1542,1064,0,0,0,814,70,0,0,0,82,0,924,1002,76,0,0,448
feature_388,0,124,192,124,820,846,826,752,850,806,0,0,1488,1212,740,0,756,0,494,228
feature_389,0,0,5550,0,0,0,0,0,34672,25266,14202,10294,0,6748,0,0,25240,7090,7016,0
feature_390,0,0,0,0,198,82,174,0,3728,3692,4018,2912,0,70,156,0,1910,2316,1920,3282
feature_391,588,0,364,466,712,818,542,0,638,968,636,626,1134,680,0,0,1166,634,496,0
feature_392,0,0,0,0,528,160,0,732,1338,0,598,1130,0,0,724,0,1326,860,0,1296
feature_393,0,0,0,0,514,0,556,1740,13516,8610,0,2480,444,544,2470,2926,8400,2778,1386,3074
feature_394,0,0,0,0,1492,932,1232,526,2290,2888,1518,1772,838,1408,702,1020,2902,2194,1790,2206
feature_395,1306,0,1016,1202,646,732,774,0,218,212,556,368,930,754,814,852,306,364,752,0
feature_396,0,0,148,164,0,0,0,2590,218,164,0,312,118,104,1506,2546,0,232,276,1044
feature_397,0,0,0,0,214,0,162,2980,424,0,0,536,0,0,1988,3562,336,358,430,1358
feature_398,0,0,52,0,0,0,60,1938,436,364,494,276,0,80,2320,2116,200,232,160,660
feature_399,0,0,0,0,242,0,0,244,1392,1292,1636,1916,0,92,192,0,156,1834,1066,2764
feature_400,0,0,0,0,0,0,0,1190,0,90,0,0,0,0,0,1804,0,200,0,0
feature_401,0,0,0,0,600,280,466,1548,740,822,728,618,404,136,1352,1838,836,796,968,1230
feature_402,0,0,0,0,0,0,0,888,600,602,244,0,0,0,1484,2978,0,228,0,774
feature_403,0,0,0,0,0,0,0,712,0,0,134,66,0,0,578,2090,0,88,0,720
feature_404,0,0,0,0,84,0,126,1710,426,202,288,292,0,0,1336,3382,404,340,348,1212
feature_405,0,0,0,0,118,60,0,0,656,1100,986,492,0,0,0,0,2082,3160,2154,2254
feature_406,5726,5596,10344,4804,4866,4546,4098,5900,10676,10290,7104,5862,5282,5840,6312,5984,11224,6074,5168,8774
feature_407,0,2060,3206,3092,2204,2378,2212,2494,0,0,0,0,0,0,2774,2410,0,0,1404,1610
feature_408,0,0,0,0,0,0,0,0,714,1088,1056,712,0,0,0,0,584,1246,672,1548
feature_409,0,0,0,0,0,0,500,90,590,706,4320,5264,0,0,0,0,246,968,1650,1282
feature_410,0,72,0,0,648,354,666,326,5098,5294,5794,3078,0,94,0,128,3978,9272,3738,8896
feature_411,0,0,0,0,178,142,182,64,1534,1830,1412,1252,0,62,0,110,1104,2304,300,1756
feature_412,0,0,0,0,406,76,202,0,858,1298,950,0,0,0,0,0,710,1588,674,1368
feature_413,3654,3684,3454,2736,2578,3264,2906,3118,1522,1578,1644,2180,3128,2658,3316,3426,1874,1730,2300,2582
feature_414,0,0,0,0,270,266,326,0,3152,3258,3254,2244,0,0,0,0,1830,4816,2270,3630
feature_415,10528,11718,10312,11348,12334,11900,13086,13504,0,13548,12898,13592,13862,12556,13900,12924,8930,14082,13756,14568
feature_416,0,0,0,0,0,0,176,156,1568,1288,578,602,0,146,506,0,990,1210,1014,0
feature_417,0,0,0,0,196,174,102,0,1692,2184,1012,1064,0,0,0,0,1508,2318,940,1634
feature_418,0,0,0,0,880,0,526,284,468,1238,1134,686,0,0,0,0,872,1276,964,1112
feature_419,0,68,0,0,0,58,60,0,1140,1248,1356,634,144,396,0,0,1860,1878,1726,990
feature_420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feature_421,0,0,0,0,0,166,64,0,1740,1402,1294,1772,0,0,0,0,1782,2310,1216,892
feature_422,0,0,0,0,408,162,200,218,2182,3124,1692,2084,0,0,0,0,1116,4058,1484,1836
feature_423,0,0,0,0,0,0,0,86,1278,1836,1322,2170,0,174,0,44,828,2532,1268,1250
feature_424,0,0,0,0,1456,1354,1002,534,2202,2104,5118,5520,0,1022,326,1760,1172,1738,2226,2418
feature_425,0,0,0,0,288,108,174,0,1822,0,1606,1410,0,0,0,0,0,2258,0,742
feature_426,0,0,0,0,1636,828,0,0,1038,720,1204,664,0,0,0,0,594,1424,454,200
feature_427,0,0,0,0,130,0,0,0,1066,0,1176,0,0,70,0,0,1138,0,0,0
feature_428,0,0,0,0,0,302,0,252,1082,1364,1326,1264,0,220,0,174,860,1724,818,698
feature_429,0,0,0,0,0,674,1190,446,4916,3824,3452,3410,184,900,156,514,4066,3062,4064,2184
feature_430,0,0,0,0,11306,3716,3746,926,680,1110,578,1286,0,0,0,0,550,3072,488,488
feature_431,4388,4372,3838,5232,1408,2870,2032,1532,3128,3554,3612,2364,3868,4844,3278,3050,2718,1990,3078,1816
feature_432,0,0,0,0,0,0,0,102,0,278,1082,774,0,0,0,0,420,628,2016,2228
feature_433,102,0,0,0,1090,0,1662,228,702,1170,0,0,0,0,0,0,0,1388,0,0
feature_434,0,0,0,0,0,0,0,46,812,826,1624,1032,0,0,0,0,292,770,1328,1062
feature_435,0,0,0,0,328,142,0,0,2784,3096,1754,0,0,0,0,0,1818,1058,0,0
feature_436,0,0,0,0,862,314,0,0,8578,14846,4442,0,52,130,0,0,5938,3928,0,0
feature_437,0,0,0,0,2970,1342,0,470,658,1666,1612,1866,0,0,0,0,490,2484,1542,2902
feature_438,0,0,0,0,738,0,1200,0,0,1204,1152,1024,316,0,0,84,778,898,1478,0
feature_439,0,0,0,0,1960,1734,2172,504,722,1296,2330,2272,0,562,118,0,638,1568,2916,594
feature_440,0,0,0,0,27278,11236,26278,7792,592,1632,2268,2988,314,356,58,94,312,5516,3044,4548
feature_441,58,162,1748,0,2014,2664,1356,0,9586,8888,2846,616,6188,5820,0,146,10004,6082,766,0
feature_442,0,0,0,0,1614,900,934,0,0,0,1398,2184,0,0,0,0,0,1088,1516,0
feature_443,0,0,0,0,4370,2394,2284,446,1204,2904,3786,5810,372,774,66,74,1222,4262,3840,878
feature_444,0,0,0,0,474,1202,378,0,4572,3934,938,128,2860,1508,0,0,4632,2592,0,0
feature_445,0,0,0,0,0,0,112,0,554,1074,1248,1126,0,0,0,0,746,1292,1254,938
feature_446,0,0,0,0,11614,5984,11408,9116,1218,688,3256,4506,1436,1174,1724,1250,952,4632,5906,7612
feature_447,0,0,0,72,1038,588,386,194,0,0,824,850,700,586,186,242,0,2894,1026,304
feature_448,0,0,0,0,1124,1278,874,482,492,1072,3158,5784,262,1380,254,2392,530,1380,3876,3130
feature_449,7366,9990,9846,10634,4328,6856,6608,6850,6786,5334,8958,10392,8936,11252,8866,11378,0,5202,8908,5536
feature_450,0,0,0,0,380,166,0,130,322,684,948,1326,112,64,0,92,0,1706,1086,1668
feature_451,0,0,0,0,962,614,972,552,0,2110,2144,2694,134,1374,246,466,822,2722,3478,3862
feature_452,0,0,0,0,1540,906,862,0,1502,1746,2238,438,1606,418,0,0,2082,1548,0,0
feature_453,0,0,0,0,520,690,102,464,0,116,804,2344,0,1658,0,1144,0,1380,1764,1030
feature_454,0,0,0,0,1496,646,0,0,0,1142,0,414,0,218,0,0,0,1380,1226,0
feature_455,982,1688,1508,1798,874,1166,914,934,0,0,1230,1814,892,1006,1592,2742,0,262,1572,1156
feature_456,0,0,2074,3612,2988,3242,2500,0,1438,1028,3592,1324,5484,4424,0,0,0,2594,1238,0
feature_457,0,0,0,0,17592,13068,14800,12452,1782,1662,3154,4246,2218,1974,2014,1362,1586,4524,3902,6688
feature_458,0,0,0,0,1124,942,1024,288,4108,5554,7720,15156,420,434,158,404,4690,12422,15164,12538
feature_459,406,1050,1058,1020,940,944,642,424,0,0,874,1230,614,652,928,1530,0,94,1136,538
feature_460,86,0,0,0,1876,1512,1238,726,134,166,182,0,0,0,78,126,252,258,90,70
feature_461,134,0,0,0,0,644,0,0,0,0,0,0,852,874,0,0,0,0,0,0
feature_462,0,0,0,0,4242,1986,1426,150,0,1660,458,1328,1154,1152,84,92,0,6544,5520,420
feature_463,0,0,0,0,0,0,236,172,264,282,144,968,0,0,160,116,370,352,1276,1008
feature_464,560,528,0,68,1108,1476,1640,128,0,336,1106,358,680,1056,0,0,0,1124,668,0
feature_465,2338,2028,0,0,1254,1244,946,0,76,0,1048,548,1124,1212,0,0,0,1372,586,0
feature_466,236,252,118,232,2060,1020,0,548,11804,12716,8446,4822,0,0,322,0,7186,23028,4396,8814
feature_467,0,62,0,0,1516,726,1088,320,564,894,902,2634,646,2054,296,1116,142,382,1084,918
feature_468,0,0,154,110,0,766,0,502,0,188,0,354,1408,676,1110,408,0,128,358,880
feature_469,146,0,0,226,0,112,0,100,968,856,798,1878,86,62,0,82,4486,6384,10526,3826
feature_470,974,1044,1278,936,962,0,1002,1206,0,0,0,0,886,1054,1268,948,0,724,842,948
feature_471,0,2632,0,0,760,786,1098,0,0,0,0,0,844,1248,0,0,0,0,330,0
feature_472,0,0,0,0,1458,1302,1772,1196,0,0,0,0,0,0,382,118,0,0,0,252
feature_473,0,0,0,0,166,428,670,436,202,334,226,970,374,1172,776,1628,176,94,474,458
feature_474,0,0,0,0,1266,1624,3054,0,534,476,640,9104,936,5788,492,0,632,432,11482,3822
feature_475,0,0,0,0,0,0,488,240,100,76,226,1388,0,320,240,566,108,0,2366,2326
feature_476,0,0,0,0,0,0,976,1386,0,0,0,1588,0,0,694,948,0,0,1530,4254
feature_477,0,0,0,0,0,0,0,450,0,0,88,288,0,0,1048,512,0,0,0,296
feature_478,7584,5080,0,3124,1716,2774,0,0,0,0,0,1936,2352,3900,0,0,0,0,2002,0
feature_479,0,0,0,0,230,488,1244,2826,750,498,348,4356,86,1492,3848,10014,494,324,6420,12616
feature_480,0,0,0,0,302,462,800,892,0,0,0,1338,0,990,566,358,0,0,2244,3082
feature_481,0,0,0,0,0,746,1420,4646,0,0,0,2124,924,2426,5618,7732,0,0,1892,2040
feature_482,0,0,0,0,0,128,0,346,676,574,826,1264,0,384,422,1062,0,610,1744,2222
feature_483,0,0,0,0,0,0,0,0,0,0,102,954,0,0,346,1032,166,94,1352,1730
feature_484,0,0,0,0,0,0,0,648,198,0,0,2188,0,584,3280,11820,168,0,0,5016
feature_485,0,0,0,0,0,382,418,1544,0,0,0,544,0,736,1504,1210,0,0,572,702
feature_486,0,0,0,0,0,0,0,0,0,0,0,2184,0,1094,0,0,0,0,2924,1116
feature_487,0,0,0,0,0,152,1098,3888,0,0,0,7656,376,2436,7628,24334,0,0,15244,31838
feature_488,0,0,0,0,0,390,1462,4016,46,0,0,10340,0,4978,8490,24336,0,0,15212,33426
feature_489,0,0,0,0,0,0,0,326,0,0,0,358,0,0,662,1814,0,0,1608,2472
feature_490,0,0,0,0,578,472,0,0,0,0,0,2336,0,1726,0,0,0,84,3000,938
feature_491,0,0,0,0,0,0,0,222,0,0,0,0,0,0,438,1470,0,0,0,0
feature_492,0,0,0,0,0,0,340,504,228,0,200,402,0,308,1584,0,358,0,330,528
feature_493,0,0,0,0,0,0,154,382,0,0,0,768,0,248,662,1654,0,0,926,2156
feature_494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1356,0,0,426,860
feature_495,0,0,0,0,0,0,0,974,0,0,0,406,0,0,1500,1948,0,0,606,2916
feature_496,0,0,0,0,0,0,100,336,0,0,0,432,0,0,622,1278,0,0,640,1138
feature_497,0,984,1742,1264,0,0,1092,1194,0,0,0,0,0,0,1574,1306,0,0,966,0
feature_498,0,0,0,0,0,826,1226,1492,0,0,0,2420,0,2086,674,1294,0,0,3998,5086
feature_499,0,0,0,0,0,0,174,254,224,0,382,290,0,374,1208,1686,100,0,310,0
feature_500,0,0,0,0,0,76,152,228,1038,1328,816,788,0,0,0,0,960,2364,632,2764
feature_501,0,0,420,904,0,0,1142,1528,0,0,0,970,990,916,2792,2452,0,0,0,0
feature_502,0,0,0,0,598,342,706,1920,0,0,0,0,0,72,0,584,0,0,0,0
feature_503,0,0,0,0,202,0,200,186,1524,1508,994,1044,70,126,0,74,1502,2260,1068,1874
feature_504,0,0,0,0,256,70,346,404,466,392,684,740,166,160,384,942,370,366,524,780
feature_505,232,140,546,0,0,0,0,936,15476,18890,13458,11428,250,182,722,726,14250,50028,13566,29012
feature_506,0,0,0,0,192,0,338,1154,1810,2008,1924,2434,0,0,0,154,490,1192,1030,7334
feature_507,0,0,0,0,0,400,518,730,0,0,0,0,0,0,548,0,0,0,0,0
feature_508,0,0,0,0,1996,814,1002,624,4152,3050,2708,1772,348,234,0,182,5140,4652,3596,2416
feature_509,0,42,270,0,0,342,112,286,54652,57140,45180,39032,292,86,902,328,48444,148112,45046,111922
feature_510,0,0,2170,1442,0,0,0,1206,0,0,0,0,0,0,1184,1160,0,0,0,810
feature_511,0,0,1362,1518,0,0,0,1398,0,0,0,0,0,0,1562,1494,0,0,0,630
feature_512,0,0,556,398,0,0,564,922,848,1026,0,782,0,846,1336,896,904,1084,0,970
feature_513,0,0,2610,0,0,0,0,1622,0,0,0,0,0,0,2816,1652,0,0,0,1128
feature_514,0,146,1072,890,210,0,0,746,234,242,0,0,178,0,1192,964,322,292,0,906
feature_515,0,1224,0,0,1118,682,1026,0,0,0,1048,1000,766,1104,680,0,0,734,840,898
feature_516,1650,0,1026,0,1248,1156,0,1066,0,0,1088,1070,0,1172,1096,1042,0,0,1086,940
feature_517,0,0,0,0,284,270,276,122,2916,2740,2356,2338,66,130,0,0,2410,4478,2346,2784
feature_518,1184,1438,972,1514,1606,1574,1588,1226,1420,1650,1648,1818,1856,1808,1570,1526,0,1994,1846,1568
feature_519,0,0,0,0,396,326,510,148,2324,3320,2366,2094,0,158,0,0,2474,5338,1992,2208
feature_520,1056,1034,768,828,814,756,848,902,944,808,0,948,946,0,882,806,0,918,1170,860
feature_521,0,242,206,180,774,0,708,0,1126,0,1260,704,1044,772,766,536,0,0,604,0
feature_522,176,162,0,0,0,816,812,562,0,0,1118,956,0,1180,840,708,1072,1076,904,872
feature_523,820,918,856,0,858,0,818,0,942,806,856,804,758,1312,0,818,956,0,0,910
feature_524,48,202,0,268,0,0,0,0,2816,1750,2322,2306,290,0,214,320,1814,3288,1646,1682
