feature_id,bunderbosbeek_1,bunderbosbeek_2,bunderbosbeek_3,bunderbosbeek_4,bunderbosbeek_5,bunderbosbeek_6,bunderbosbeek_7,bunderbosbeek_8,bunderbosbeek_9,bunderbosbeek_10,bunderbosbeek_11,bunderbosbeek_12,bunderbosbeek_13,bunderbosbeek_14,bunderbosbeek_15,oudebeek_1,oudebeek_2,oudebeek_3,oudebeek_4,oudebeek_5,oudebeek_6,oudebeek_7,oudebeek_8,oudebeek_9,oudebeek_10,oudebeek_11,oudebeek_12,oudebeek_13,oudebeek_14,seelbeek_1,seelbeek_2,seelbeek_3,seelbeek_4,seelbeek_5,seelbeek_6,seelbeek_7,seelbeek_8,seelbeek_9,seelbeek_10,seelbeek_11,seelbeek_12,seelbeek_13,seelbeek_14,seelbeek_15,seelbeek_16,strabekervloedgraaf_1,strabekervloedgraaf_2,strabekervloedgraaf_3,strabekervloedgraaf_4,strabekervloedgraaf_5,strabekervloedgraaf_6,strabekervloedgraaf_7,strabekervloedgraaf_8,strabekervloedgraaf_9,strabekervloedgraaf_10,strabekervloedgraaf_11,strabekervloedgraaf_12,strabekervloedgraaf_13,strabekervloedgraaf_14,strabekervloedgraaf_15
random132,0.620709455,0.703313242,0.029424208,0.026091262,0.37135582,0.194886959,0.233070779,0.901345701,0.118809344,0.250209035,0.413914837,0.64262787,0.947540685,0.935965913,0.091063739,0.176147532,0.663517049,0.744891517,0.608946085,0.710194932,0.679064577,0.487702971,0.005197382,0.351982792,0.368478892,0.243738674,0.568844075,0.939969961,0.41841043,0.763857285,0.501536888,0.194265593,0.182679303,0.654527752,0.080414391,0.599032988,0.783726917,0.870563544,0.638471784,0.794868612,0.494105156,0.006354922,0.6389764,0.222818426,0.244033315,0.143901936,0.508774517,0.859249489,0.010833534,0.3057161,0.185719257,0.05927912,0.805162406,0.178617971,0.724107333,0.194951901,0.403590114,0.0506317,0.068711565,0.134012838
random133,0.923270686,0.612714331,0.255877037,0.675683546,0.053902953,0.20731558,0.621033678,0.405552743,0.60313553,0.129767155,0.250261067,0.871695343,0.502578307,0.999425981,0.716714553,0.853413265,0.308601699,0.879448817,0.787477204,0.267345101,0.931327552,0.098039237,0.36114523,0.979864834,0.26440323,0.889205223,0.474363656,0.841423037,0.573352127,0.292783188,0.08036227,0.675707226,0.621563615,0.04400504,0.781789022,0.899122926,0.507780549,0.119593622,0.154780348,0.760707452,0.201519934,0.200940661,0.819862731,0.648058662,0.784365205,0.100369357,0.118347896,0.913168277,0.373251361,0.496024872,0.364311377,0.592767332,0.948104106,0.775670551,0.39092614,0.685909326,0.422358678,0.403354932,0.715185146,0.002315334
random134,0.089008022,0.398822837,0.127662619,0.086638904,0.626999745,0.576874763,0.600600662,0.825535613,0.024060397,0.156706952,0.015606832,0.65856005,0.941591194,0.439695803,0.293368872,0.415692947,0.158020971,0.86824345,0.221522989,0.930934991,0.038982247,0.173894893,0.059863922,0.05453801,0.608608165,0.615700717,0.092047203,0.127120932,0.131837819,0.361716143,0.563101768,0.2722651,0.577176177,0.715950792,0.560242334,0.658735059,0.297917918,0.578046549,0.18543728,0.552114432,0.713489454,0.986517011,0.646859998,0.750716251,0.998907163,0.198210141,0.096633492,0.145642229,0.533995102,0.202255533,0.462826452,0.004347906,0.829242761,0.513660239,0.600393368,0.710226302,0.489489723,0.465057136,0.212337471,0.077561821
random135,0.499613674,0.053098146,0.049961374,0.930738756,0.334234575,0.508657836,0.344763034,0.191542243,0.024584777,0.138562048,0.518317515,0.958086491,0.370360369,0.154217593,0.398548974,0.568885963,0.061905131,0.270089129,0.828731601,0.02091736,0.540346886,0.515882112,0.912146958,0.594841322,0.384063594,0.136312597,0.983426231,0.236191232,0.308536941,0.305104658,0.5455074,0.464950548,0.088064854,0.243771053,0.501261188,0.090586544,0.619368118,0.931173496,0.398047415,0.568786864,0.762071967,0.742896969,0.662424895,0.270329755,0.594165046,0.074419401,0.264933929,0.459089774,0.311385328,0.239734264,0.786268557,0.594048284,0.462900805,0.551288399,0.030267912,0.35568713,0.771684587,0.354916545,0.012379552,0.521698028
random136,0.802994099,0.250657017,0.119083596,0.853568026,0.024229871,0.932043545,0.814156661,0.726220127,0.533602114,0.445006852,0.003013146,0.116677653,0.589334975,0.401239187,0.82731096,0.970140055,0.502276393,0.353880773,0.035668011,0.852500511,0.17852773,0.261436558,0.429809551,0.343320692,0.977344925,0.679179868,0.972673838,0.389245189,0.856903759,0.26988116,0.090102785,0.729182586,0.357616052,0.131257767,0.104455386,0.331138473,0.498517179,0.072618181,0.522307718,0.473103692,0.974583678,0.144437517,0.692649199,0.383366744,0.709371255,0.983601064,0.228625169,0.85752459,0.196086595,0.299831598,0.556430429,0.450466797,0.405045795,0.70440159,0.899301863,0.058191229,0.495997941,0.223402069,0.20441398,0.290800994
random137,0.790320688,0.638626949,0.201945635,0.871911843,0.984891977,0.204781605,0.035473211,0.572797614,0.455799233,0.316045119,0.510099957,0.048105676,0.108576732,0.769257978,0.424513155,0.905164374,0.626494843,0.860204899,0.406745587,0.609745296,0.57631218,0.030938002,0.46443499,0.98264786,0.601700482,0.782594566,0.811665027,0.934651789,0.720162462,0.570063296,0.958647477,0.925087783,0.796338074,0.647352552,0.228804657,0.745133305,0.120568507,0.029052093,0.10858013,0.086969958,0.474274197,0.777888806,0.564181234,0.999673867,0.844972915,0.100330143,0.555740347,0.604498668,0.81798477,0.14447659,0.714237831,0.303325227,0.705406959,0.577636234,0.66168157,0.020399981,0.996765246,0.840228781,0.760485746,0.569946979
random138,0.402874315,0.094981236,0.041121225,0.317959727,0.995337068,0.965544655,0.456662384,0.17968483,0.966676451,0.355349191,0.769164892,0.609404967,0.411312132,0.802092487,0.13367552,0.897864976,0.628499495,0.160195753,0.11750722,0.27643379,0.238487113,0.709604197,0.634505263,0.827462632,0.982842126,0.803581855,0.101687172,0.444921276,0.571166505,0.73977194,0.352186796,0.801708955,0.510075087,0.905736644,0.196393789,0.343729067,0.22224904,0.080480647,0.655123027,0.74421418,0.529917593,0.970943193,0.693532058,0.179220761,0.426602699,0.842968479,0.852598502,0.546854695,0.013243492,0.168796683,0.97436827,0.461289838,0.146580101,0.648709684,0.680281791,0.400878096,0.014257527,0.691039055,0.953208222,0.290961444
random139,0.188402104,0.946536723,0.502308775,0.429953971,0.110094982,0.104289602,0.970556399,0.598604203,0.343740589,0.057847522,0.441214441,0.179210436,0.497787055,0.713973503,0.534625667,0.103038422,0.882065993,0.358131958,0.179241996,0.845563762,0.692670422,0.949560038,0.447782178,0.980104914,0.250271359,0.279273236,0.210682297,0.182272137,0.98803223,0.10076253,0.854929221,0.465482682,0.414016762,0.093743366,0.875299284,0.94795545,0.457665348,0.371236258,0.681155418,0.556993883,0.981971146,0.534562869,0.256950776,0.886428858,0.3024637,0.141726506,0.061833454,0.25011293,0.096386183,0.689099044,0.901010975,0.201318507,0.281556779,0.852065596,0.292187264,0.048847445,0.578099587,0.769663775,0.436019082,0.90882701
random14,0.571778759,0.011585634,0.50020538,0.530929135,0.987844757,0.394582121,0.427612472,0.41672942,0.645894028,0.512256885,0.027816539,0.730507714,0.173458469,0.137994694,0.422033741,0.345222275,0.734101141,0.848230019,0.241609127,0.738620348,0.095164418,0.639241977,0.544195688,0.491287993,0.088614724,0.201954471,0.365935617,0.905126204,0.634735664,0.691004198,0.305176443,0.085057413,0.102773789,0.889341266,0.748833452,0.984548811,0.061379255,0.955453736,0.312071921,0.274748397,0.047039713,0.857663184,0.52725855,0.096594152,0.756897422,0.091939153,0.949223136,0.152779349,0.73404983,0.780719799,0.326012448,0.943671791,0.719694196,0.636148857,0.206940917,0.888268701,0.17679561,0.285110313,0.863575892,0.449789095
random140,0.502078307,0.188287278,0.362395415,0.955290847,0.32736002,0.750606848,0.943663434,0.02185121,0.331922993,0.285248328,0.059558856,0.704281964,0.300898357,0.780784517,0.049263782,0.808972436,0.984282755,0.201446272,0.742403745,0.32075039,0.560453173,0.877911449,0.377855085,0.0667003,0.632538883,0.903024109,0.188654163,0.571458976,0.84008116,0.869256608,0.463467081,0.988289924,0.897093719,0.910143425,0.431886284,0.066110714,0.382686377,0.913086006,0.469706445,0.412968108,0.759092593,0.938753181,0.101193675,0.410298884,0.221045441,0.431235977,0.373665211,0.150871264,0.04574584,0.976265542,0.598593327,0.111657603,0.687895831,0.766950749,0.362699759,0.028572901,0.891847311,0.341242124,0.401011932,0.957856543
random141,0.881458081,0.262227856,0.176493416,0.645008435,0.666366412,0.389101146,0.158072474,0.55063735,0.632673605,0.076760628,0.409024981,0.459720731,0.977372847,0.157855496,0.612395853,0.016604636,0.008035891,0.778450007,0.976967936,0.803526272,0.790909732,0.127466523,0.721785064,0.970131507,0.123877091,0.555885065,0.705603954,0.241474754,0.383248085,0.73948243,0.80463717,0.567973676,0.580962199,0.893168739,0.08922034,0.277924109,0.233463458,0.855927936,0.457986352,0.31627475,0.375509507,0.621180803,0.493617523,0.71695597,0.485118915,0.834431415,0.975704641,0.311579123,0.448700591,0.602903284,0.871970105,0.22343661,0.61875117,0.221483824,0.421890566,0.256374037,0.064554795,0.23398822,0.530929296,0.799993158
random142,0.409274895,0.837223198,0.719196139,0.885766503,0.426004072,0.337688629,0.327194308,0.950063472,0.247847076,0.568934866,0.261206284,0.710315214,0.848728203,0.897834384,0.254055001,0.546539118,0.329806333,0.732454077,0.387354037,0.931749079,0.916727901,0.309455551,0.333773955,0.168582005,0.911466311,0.071215917,0.236363876,0.773473415,0.091501564,0.598152473,0.381363008,0.71939728,0.984796735,0.181205832,0.156302397,0.254056096,0.283816892,0.886237286,0.989386888,0.4911942,0.23117402,0.157020265,0.816084561,0.279709841,0.392426218,0.523594567,0.401198871,0.63194918,0.042906206,0.441467403,0.25258386,0.42195453,0.052549167,0.666534428,0.964330842,0.86117064,0.581835121,0.348391418,0.574164572,0.007246656
random143,0.011016235,0.041556698,0.767304027,0.202473276,0.487534296,0.750183369,0.114379008,0.934332546,0.594364531,0.918654025,0.980678262,0.416004204,0.172564011,0.824802395,0.288285158,0.161617867,0.088814592,0.458396773,0.354332165,0.303647015,0.764522442,0.659812852,0.244981954,0.014704989,0.600039481,0.970644501,0.542552486,0.847445361,0.457048281,0.850439855,0.569201375,0.012225958,0.870965149,0.564439716,0.252897503,0.752856261,0.16034979,0.975584339,0.620144653,0.474135761,0.890692139,0.513090678,0.847358902,0.732689471,0.985998342,0.060094529,0.014336025,0.967911483,0.550399496,0.110469559,0.134274456,0.985996144,0.438414086,0.427968752,0.352803826,0.169270806,0.075428542,0.908391526,0.532891154,0.921321595
random144,0.87116666,0.788324404,0.061635854,0.265052522,0.712704375,0.490162648,0.264195229,0.575740696,0.601107667,0.454465377,0.950163231,0.572747932,0.532143332,0.114134733,0.632713614,0.826854657,0.2873453,0.226800578,0.747151196,0.538296318,0.212565199,0.3209013,0.383268088,0.257763034,0.108068438,0.917344293,0.844340281,0.850129909,0.071301519,0.806747467,0.030997396,0.757451609,0.660344852,0.135489761,0.693729238,0.533480412,0.749153956,0.67610276,0.093961116,0.38651402,0.293630325,0.031068782,0.398796978,0.213848752,0.120666167,0.141124274,0.442247168,0.373681,0.417678094,0.634893698,0.215534297,0.699204092,0.477938302,0.99402047,0.665329595,0.746436728,0.289345814,0.612313179,0.885586848,0.023107659
random15,0.982750699,0.179669314,0.352664379,0.688466147,0.593920151,0.470188101,0.670279342,0.498883893,0.546679023,0.175750201,0.591528452,0.739067682,0.043436507,0.860782581,0.128498173,0.603719372,0.247378177,0.386507735,0.709412659,0.981004826,0.200171823,0.263555335,0.242158005,0.839297842,0.219456563,0.367020111,0.665655268,0.283621116,0.758344052,0.989681755,0.50489813,0.119472405,0.92422848,0.661192372,0.729200312,0.005725792,0.997785923,0.508014443,0.276077156,0.849172161,0.797762714,0.810196186,0.609383946,0.076356718,0.090160016,0.495430928,0.994176234,0.486477576,0.673987053,0.673610282,0.698792725,0.287590389,0.704794674,0.078445654,0.549991118,0.174834843,0.168657005,0.573006899,0.145626834,0.814965316
random16,0.023387552,0.032772792,0.371405172,0.190329309,0.861631981,0.15329834,0.054728445,0.180317337,0.543150264,0.726539695,0.377570686,0.216033541,0.819276005,0.714438915,0.171845556,0.11504384,0.703843164,0.61633424,0.504202618,0.385789531,0.840205655,0.023321925,0.123516532,0.70742247,0.63630721,0.467359755,0.244699055,0.416172231,0.437493956,0.605344853,0.030290414,0.693180556,0.392111031,0.853304224,0.437008173,0.377475012,0.111832076,0.924986602,0.428210054,0.243414067,0.034067628,0.68536119,0.070885642,0.475703692,0.725049899,0.905255498,0.501833221,0.419949461,0.711009319,0.034114599,0.035316957,0.210300715,0.599007866,0.349715233,0.959726251,0.557097989,0.642612584,0.85899466,0.101787739,0.181513129
random17,0.452847017,0.959608165,0.704752967,0.847327366,0.047709004,0.379835814,0.728008502,0.798115247,0.11055782,0.092568443,0.031147368,0.336311501,0.241136347,0.114065812,0.912342422,0.706122035,0.044208473,0.534956164,0.269480353,0.753071718,0.206415178,0.753043462,0.873914355,0.509235587,0.049115794,0.416511413,0.013739243,0.851842893,0.281890347,0.72345694,0.830546124,0.043495032,0.317372339,0.031854662,0.328885176,0.361154678,0.300150515,0.965065484,0.886369428,0.560074906,0.330231446,0.002476047,0.129727085,0.963522234,0.776385878,0.321505658,0.736519878,0.948691699,0.656157905,0.202839272,0.234829012,0.757815514,0.197010187,0.140457517,0.809208339,0.53728914,0.650841561,0.513492652,0.417422213,0.229241987
random18,0.132853896,0.268214051,0.686899834,0.796282845,0.793805631,0.370466182,0.518525977,0.580313693,0.714123668,0.620559278,0.462401704,0.677506782,0.987917443,0.996137226,0.478827554,0.396132985,0.468546941,0.089199156,0.140218257,0.878111083,0.435349209,0.22609174,0.76262877,0.07794524,0.220581148,0.800436622,0.821991253,0.09298555,0.061241131,0.275272114,0.208554502,0.088914197,0.328560942,0.014332533,0.91680573,0.569047126,0.590617545,0.119111912,0.69135694,0.680702008,0.037473505,0.816207104,0.439519439,0.295576687,0.0464842,0.107153,0.641107939,0.206218364,0.075830337,0.972690962,0.325856042,0.147750344,0.447939111,0.873701342,0.200364975,0.135867239,0.841834092,0.266842641,0.220193866,0.75519169
random19,0.319519354,0.620426372,0.935929656,0.891387238,0.837466779,0.873341574,0.036575737,0.135573224,0.113365872,0.577333673,0.871639196,0.732784228,0.88683662,0.086183239,0.403527354,0.4250689,0.68032125,0.235716105,0.566151709,0.482054684,0.388488135,0.403625761,0.519312508,0.505094035,0.166479085,0.60597412,0.994467716,0.351506552,0.723038767,0.353700265,0.158693384,0.147246804,0.231661884,0.16665987,0.541932504,0.895010639,0.446015504,0.132962155,0.771470054,0.378355713,0.402482452,0.572937734,0.263870266,0.040008693,0.537973756,0.465252579,0.677766477,0.574798224,0.61243458,0.418870994,0.275998972,0.489346213,0.510972142,0.291504282,0.3459049,0.52311654,0.012732626,0.043518164,0.733982679,0.157361633
random2,0.449669032,0.232208116,0.515081438,0.684348283,0.700530149,0.228057751,0.720559092,0.604005449,0.157540164,0.888408883,0.975316508,0.098133749,0.709337126,0.281022568,0.952329165,0.057817241,0.009549202,0.965617393,0.392983535,0.076105323,0.598235773,0.800268282,0.057297925,0.418482545,0.587295926,0.043392173,0.158472366,0.751187079,0.574422781,0.407244857,0.833843908,0.247601267,0.380114153,0.023411167,0.443839612,0.263215034,0.843999272,0.80685887,0.892660488,0.362583253,0.165750488,0.960802897,0.687110718,0.291958765,0.084358774,0.291637092,0.114928748,0.884301425,0.769170435,0.261555745,0.03946973,0.417198631,0.081550821,0.148183414,0.118903083,0.082061168,0.754857608,0.183729966,0.78539101,0.365526342
random20,0.803125167,0.052773687,0.246534984,0.196098283,0.630429822,0.876586972,0.631556433,0.045373949,0.132548408,0.214591647,0.058102688,0.374652106,0.508077504,0.16726053,0.047345435,0.683560951,0.060423153,0.078044372,0.318925152,0.487419732,0.442858503,0.706304304,0.119663409,0.365231164,0.005312471,0.324021717,0.444394492,0.732145613,0.03366098,0.351836085,0.50483306,0.144285163,0.206711088,0.75461395,0.812786642,0.018438148,0.130516571,0.052929276,0.793361987,0.080544132,0.182531626,0.214788148,0.100150459,0.498596252,0.765585429,0.203307954,0.739801457,0.945380352,0.447921336,0.661677886,0.770398629,0.765633261,0.094107458,0.691291412,0.833269619,0.955428986,0.279651603,0.035353149,0.794368878,0.325255705
random21,0.972803606,0.044197958,0.639652186,0.295567807,0.469920426,0.98555295,0.964499469,0.403181941,0.302674613,0.384164291,0.794464855,0.898077467,0.165930352,0.990751402,0.441893673,0.556835191,0.052827484,0.750397558,0.078637328,0.180350163,0.819597056,0.448568719,0.56230238,0.741015037,0.224848666,0.434493276,0.313538521,0.653675711,0.37737316,0.590271323,0.863793657,0.528473531,0.486136903,0.048574275,0.504573851,0.872295032,0.03042018,0.778097418,0.893282772,0.48581182,0.583991594,0.365461019,0.575220153,0.511276044,0.493763615,0.869328544,0.029750638,0.076317042,0.149012646,0.71500972,0.03598128,0.196500832,0.27615714,0.035371357,0.024259547,0.095475206,0.769322658,0.610383927,0.838513539,0.024762547
random22,0.55553105,0.346278024,0.304005256,0.119000002,0.990852614,0.238537839,0.83966162,0.617893497,0.197306924,0.395055923,0.066162695,0.350540095,0.95753736,0.741397888,0.217210853,0.360832238,0.982590579,0.690073992,0.911993892,0.901326806,0.8970119,0.300647798,0.424201902,0.967560132,0.388132377,0.289379067,0.649392256,0.256771409,0.979781295,0.663738145,0.726937828,0.163631955,0.192612977,0.538697035,0.938988581,0.776800119,0.256749863,0.464226676,0.009002523,0.03274295,0.541914915,0.746534601,0.527359987,0.412617645,0.656369909,0.084681919,0.545095902,0.293097419,0.872946746,0.43626245,0.183778654,0.278735483,0.883396522,0.883161715,0.696222049,0.712592204,0.722761444,0.570436052,0.471085667,0.511175586
random23,0.691513181,0.056163274,0.273812222,0.924735778,0.579181667,0.439142143,0.469449618,0.498523236,0.381223336,0.837608902,0.054680196,0.930482923,0.640085803,0.253973589,0.393625956,0.091618635,0.22811877,0.181335165,0.893803514,0.201265331,0.242439756,0.451726204,0.062309121,0.55423706,0.396877771,0.029351247,0.679075476,0.906110674,0.088417322,0.650276247,0.815576885,0.828190484,0.138420149,0.503937087,0.381580713,0.071950534,0.962051726,0.34538837,0.530861629,0.350232585,0.578436721,0.730802053,0.101825209,0.504571196,0.351265705,0.237170684,0.201969299,0.281687979,0.300356439,0.312202504,0.841140192,0.481650603,0.844979361,0.344352382,0.960507625,0.250897491,0.54662481,0.197006701,0.962493353,0.257886764
random24,0.741054037,0.394576846,0.069466995,0.69360947,0.06622417,0.059628448,0.500110376,0.264975346,0.188326381,0.919020637,0.521674628,0.468277046,0.593911274,0.306112676,0.073186438,0.298321832,0.693787596,0.8144239,0.244497325,0.382055062,0.564829995,0.236958328,0.479122112,0.550656832,0.286263248,0.560528401,0.324085737,0.196230624,0.185588459,0.747550323,0.253535582,0.626415178,0.716212419,0.095673563,0.29306934,0.473406685,0.267445561,0.648984275,0.933763046,0.080923838,0.584872076,0.763801839,0.06785349,0.981136846,0.335364077,0.61741726,0.547274861,0.456193902,0.234222559,0.245040417,0.835679328,0.394887222,0.992075446,0.851263225,0.735389279,0.625185374,0.379129299,0.213165417,0.979838469,0.136739725
random25,0.779931801,0.296421431,0.188583216,0.892157559,0.16675925,0.641426053,0.957506955,0.238414516,0.886942969,0.722784482,0.134609321,0.796026961,0.164915946,0.64007154,0.056736661,0.347772872,0.201578237,0.710760611,0.89437033,0.871480398,0.641567986,0.930265794,0.109345838,0.239536327,0.137680838,0.50843771,0.121948546,0.664732573,0.914579032,0.184955146,0.785254735,0.197696514,0.620846184,0.315185131,0.800801381,0.287473642,0.836832479,0.955998142,0.548745897,0.475003375,0.063174698,0.102700868,0.686734092,0.287106671,0.840453434,0.029630107,0.186036776,0.464522879,0.297560215,0.379575161,0.512213249,0.853960276,0.553443236,0.539995324,0.837181596,0.107673981,0.843209555,0.699061773,0.31440262,0.715829774
random26,0.279339893,0.631907839,0.987837196,0.622613435,0.386487509,0.936785252,0.246745866,0.606551651,0.757384319,0.972226749,0.128510684,0.160596554,0.008369337,0.949926922,0.218428005,0.894562806,0.946789827,0.981094729,0.220301899,0.486843026,0.755743729,0.823079853,0.790270601,0.839096358,0.36044081,0.308739125,0.781378024,0.146785562,0.849563593,0.975281139,0.870921884,0.644022456,0.225420433,0.989399492,0.157623916,0.854258665,0.298828646,0.351423673,0.883906913,0.981384042,0.723750709,0.939036624,0.17555938,0.913022083,0.826433269,0.582723776,0.676359155,0.516726787,0.168518741,0.905700124,0.915718474,0.737630054,0.420193395,0.665299744,0.622508856,0.824573445,0.709214063,0.74640735,0.415590304,0.224100152
random27,0.994856964,0.130228231,0.968678935,0.897156574,0.610653856,0.496434824,0.7789003,0.650191371,0.896999823,0.032051504,0.470806694,0.716137522,0.579308631,0.308422773,0.913366557,0.715609436,0.251831455,0.944698789,0.689995593,0.634422395,0.682431899,0.869786379,0.478881684,0.230470601,0.11795942,0.03916133,0.457558163,0.441272426,0.248440823,0.814450973,0.960146948,0.409677408,0.057120787,0.663729375,0.484611695,0.236441113,0.833574623,0.794490565,0.790637079,0.260654446,0.794419618,0.700547582,0.456767405,0.931366608,0.19232116,0.451169363,0.115693152,0.935341915,0.519488103,0.169472618,0.324590864,0.746075922,0.850220315,0.357423121,0.390450257,0.280513416,0.184312179,0.460112069,0.688873391,0.621231548
random28,0.139266381,0.807536425,0.80038318,0.186384135,0.600426749,0.985592297,0.309122136,0.529347399,0.436501277,0.361456094,0.290936309,0.039609314,0.722372456,0.957888859,0.36267783,0.910205529,0.484318382,0.057547948,0.589209244,0.714859287,0.499451241,0.736300068,0.188738867,0.18423871,0.825581106,0.937317745,0.826780022,0.344872838,0.879198746,0.714511628,0.079015864,0.079467066,0.199834696,0.633288966,0.448408187,0.493015094,0.461144017,0.193305998,0.949997649,0.245146684,0.134077538,0.195615944,0.274918048,0.146838473,0.303906592,0.224225382,0.250080718,0.06027501,0.267302151,0.872937345,0.954290967,0.947457516,0.654386665,0.557471199,0.818247266,0.059773755,0.891854818,0.481025471,0.735922967,0.725277309
random29,0.587304001,0.313430872,0.575757776,0.123725139,0.697322813,0.139744637,0.176276111,0.366663532,0.150330887,0.966799099,0.358318115,0.280708908,0.41090587,0.407086948,0.672545576,0.505303295,0.432190452,0.57632188,0.84898597,0.193098284,0.817988844,0.893622161,0.019760333,0.64517488,0.06817946,0.807058099,0.325027838,0.003653876,0.110914506,0.544720749,0.842371587,0.916791284,0.042443616,0.724882898,0.43464995,0.500645398,0.016473594,0.496171304,0.442867903,0.744408156,0.578805354,0.946580519,0.215390523,0.448717119,0.917837777,0.429487274,0.768538251,0.14261762,0.886204776,0.298771872,0.328354135,0.694850729,0.403516691,0.569447881,0.694443515,0.237098337,0.245315631,0.47623062,0.687491758,0.917442769
random3,0.491849161,0.25640283,0.460900034,0.038340238,0.542634206,0.804162331,0.089342439,0.553904211,0.04496536,0.224187508,0.105036404,0.211749129,0.017718964,0.980896611,0.009174669,0.758597338,0.916084879,0.283619854,0.935029324,0.701356218,0.153234458,0.20538998,0.339239072,0.99892405,0.001713737,0.104440963,0.345074322,0.909727748,0.131432641,0.455651045,0.138979238,0.72594818,0.897571559,0.604126082,0.890228721,0.834646735,0.352106586,0.669638269,0.253213528,0.92992238,0.948381634,0.749684427,0.517657363,0.606744209,0.679499585,0.713396902,0.648410461,0.523530305,0.997431058,0.979349392,0.983977322,0.640554068,0.172380035,0.834783607,0.997253916,0.606959093,0.976200405,0.175345979,0.187544057,0.994925326
random30,0.709401925,0.966846383,0.069318512,0.767951779,0.8007225,0.484317206,0.668827085,0.873722766,0.50171844,0.799968972,0.496274895,0.593781643,0.237425298,0.814632443,0.538933215,0.423905486,0.412781372,0.664366361,0.989703688,0.708069055,0.746371426,0.917037246,0.757797548,0.012501081,0.974190782,0.878797572,0.675999904,0.384853536,0.091740959,0.951130813,0.593919742,0.614410476,0.112702895,0.026848476,0.452724411,0.545625667,0.479912797,0.014719441,0.070182369,0.130871576,0.615051321,0.142820844,0.238658529,0.362818685,0.157337283,0.57555155,0.625508008,0.447996681,0.448583605,0.385140664,0.232076496,0.94143989,0.888897885,0.264700491,0.055868911,0.238958449,0.2126306,0.596617982,0.452367707,0.275189638
random31,0.858259126,0.214831378,0.095090856,0.92401919,0.206489633,0.527671929,0.56472491,0.343997216,0.085987629,0.958365786,0.875911604,0.909669035,0.097471271,0.611804933,0.052526133,0.830692768,0.560000237,0.383735218,0.112661926,0.306607395,0.183476334,0.988705536,0.315274437,0.141830199,0.742853104,0.643171064,0.017218716,0.151068761,0.948007681,0.164489969,0.122564494,0.92304964,0.32801311,0.920464353,0.159719527,0.562029213,0.689487461,0.366406111,0.875020455,0.489917815,0.4089946,0.50915734,0.90872718,0.80172345,0.947699306,0.609123927,0.620966193,0.888555847,0.521298886,0.775679334,0.296260196,0.090459745,0.432347745,0.992170997,0.161030922,0.374684255,0.692460241,0.094500664,0.561051214,0.986484695
random32,0.738617575,0.250950632,0.533098932,0.173614725,0.164805654,0.91386471,0.334496604,0.474528349,0.470068365,0.735721089,0.988039778,0.154852061,0.364446349,0.52503707,0.696786599,0.83043852,0.90340327,0.225864675,0.229108549,0.800995665,0.338452698,0.05454036,0.427742595,0.892681555,0.612314944,0.386298378,0.613449892,0.074253682,0.192932605,0.780618462,0.973499548,0.640668937,0.57380994,0.138788188,0.223086002,0.720676563,0.585097273,0.904626296,0.707755061,0.102824505,0.860222648,0.272463835,0.258336666,0.453663242,0.42698967,0.77152931,0.576414539,0.128369021,0.013794829,0.275781836,0.261761041,0.719181331,0.419990426,0.143809878,0.883809436,0.679774597,0.480393424,0.38438134,0.96373151,0.769890354
random33,0.325254797,0.440651329,0.131466021,0.656626361,0.508931736,0.55293755,0.506774998,0.953665975,0.184753143,0.232017825,0.259729817,0.94572868,0.558132667,0.200464207,0.390405223,0.089441154,0.166486833,0.054380951,0.402099934,0.394434881,0.931216145,0.990468542,0.341746966,0.658377685,0.30030561,0.568602342,0.371554408,0.627254515,0.243082243,0.991131735,0.518602208,0.272169433,0.605415644,0.740200501,0.625511834,0.28123203,0.220622058,0.518131869,0.771110195,0.939359573,0.201220103,0.951459743,0.120992892,0.736490223,0.29575119,0.752001613,0.096232855,0.194799792,0.853874379,0.032061801,0.209167387,0.030899237,0.302823772,0.497335638,0.182812482,0.746778344,0.657276577,0.445020393,0.387081574,0.289928845
random34,0.667327966,0.296828596,0.741097586,0.557746691,0.620080306,0.022755508,0.98345349,0.202573421,0.764578963,0.37216392,0.378655734,0.665486679,0.258161254,0.288948701,0.328908233,0.883275601,0.384662254,0.599471464,0.648215945,0.755378755,0.497377025,0.918668056,0.996589386,0.066763295,0.95431619,0.335318805,0.102638563,0.963478059,0.184850132,0.446259213,0.472362134,0.799374341,0.624228308,0.093965613,0.950098536,0.079593496,0.076467001,0.665749174,0.94290321,0.059831662,0.699534808,0.694978217,0.468505009,0.844416969,0.811448414,0.65314681,0.784534869,0.561887524,0.283057987,0.953120974,0.00893175,0.092582475,0.512872737,0.344712836,0.31434564,0.900307343,0.823702737,0.181203271,0.202025503,0.538094956
