feature_id,bunderbosbeek_1,bunderbosbeek_2,bunderbosbeek_3,bunderbosbeek_4,bunderbosbeek_5,bunderbosbeek_6,bunderbosbeek_7,bunderbosbeek_8,bunderbosbeek_9,bunderbosbeek_10,bunderbosbeek_11,bunderbosbeek_12,bunderbosbeek_13,bunderbosbeek_14,bunderbosbeek_15,oude beek goede tak_1,oude beek goede tak_2,oude beek goede tak_3,oude beek goede tak_4,oude beek goede tak_5,oude beek goede tak_6,oude beek goede tak_7,oude beek goede tak_8,oude beek goede tak_9,oude beek goede tak_10,oude beek goede tak_11,oude beek goede tak_12,oude beek goede tak_13,oude beek goede tak_14,seelbeek_1,seelbeek_2,seelbeek_3,seelbeek_4,seelbeek_5,seelbeek_6,seelbeek_7,seelbeek_8,seelbeek_9,seelbeek_10,seelbeek_11,seelbeek_12,seelbeek_13,seelbeek_14,seelbeek_15,seelbeek_16,strabekervloedgraaf_1,strabekervloedgraaf_2,strabekervloedgraaf_3,strabekervloedgraaf_4,strabekervloedgraaf_5,strabekervloedgraaf_6,strabekervloedgraaf_7,strabekervloedgraaf_8,strabekervloedgraaf_9,strabekervloedgraaf_10,strabekervloedgraaf_11,strabekervloedgraaf_12,strabekervloedgraaf_13,strabekervloedgraaf_14,strabekervloedgraaf_15
random38,30,23,68,50,12,41,34,13,39,28,89,82,4,94,9,71,75,13,97,59,15,64,79,34,22,83,91,5,67,61,49,39,14,44,57,5,30,10,39,8,18,86,98,87,43,88,36,87,93,43,79,74,55,53,88,2,43,83,88,36
random39,10,9,10,1,9,9,0,2,4,2,10,6,10,1,2,7,3,8,3,8,6,8,9,4,6,3,8,0,0,1,5,8,7,5,8,5,6,8,0,3,5,1,0,10,9,6,4,4,7,6,6,9,7,3,10,2,1,8,10,0
random40,0.497266388,0.179142194,0.381965712,0.750362712,0.533014168,0.889598308,0.763304495,0.923739292,0.803751994,0.064082364,0.096591305,0.529794826,0.895136804,0.093959188,0.744580446,0.661166099,0.258237924,0.091360707,0.288638406,0.957030372,0.821475830,0.593481350,0.547803487,0.641907882,0.913159114,0.636528761,0.832729173,0.272848304,0.588618586,0.511102416,0.776713232,0.680241803,0.248754595,0.758210425,0.635320536,0.297092150,0.168365025,0.384378730,0.364881140,0.675832991,0.000952628,0.314503888,0.746108568,0.130143311,0.354608248,0.891792149,0.085957009,0.228150100,0.340826793,0.084493014,0.439795635,0.634787402,0.992858195,0.242881954,0.923679264,0.027970554,0.612300298,0.978250004,0.696998934,0.606928995
random41,0.710478234,0.113980726,0.165133166,0.408632943,0.489933724,0.430425193,0.096031186,0.273397701,0.989133399,0.651345512,0.582953865,0.160574395,0.594726926,0.973457871,0.315141733,0.285965776,0.660971732,0.548932434,0.799735865,0.859528079,0.479807319,0.190323293,0.930355331,0.997068186,0.912328913,0.063549403,0.822549092,0.423607614,0.015784522,0.995753204,0.05368021,0.070883846,0.886088776,0.91700516,0.480914351,0.141090496,0.763953966,0.003059947,0.446656915,0.125014579,0.00447803,0.866588818,0.878629836,0.403836926,0.622183714,0.70474942,0.153106503,0.921697474,0.425116529,0.334836695,0.955730628,0.765220815,0.914688777,0.363353817,0.45078433,0.538494856,0.174989889,0.599502858,0.94488544,0.395289053
random42,71,78,79,2,5,71,16,97,81,20,59,40,39,81,73,69,19,90,82,65,60,0,8,43,39,56,95,5,68,20,77,85,82,80,26,18,79,83,28,96,61,59,77,6,72,26,68,99,88,2,7,90,51,58,40,63,41,85,77,5
random43,1,5,5,6,3,8,7,0,6,5,6,9,2,6,8,5,10,3,10,7,1,9,1,10,7,4,4,1,3,8,1,0,2,10,6,1,6,2,2,5,10,8,1,8,10,6,8,0,6,10,7,6,5,1,5,3,5,1,9,6
random44,0.422586706,0.583583964,0.326589520,0.638477625,0.881250870,0.336852961,0.778519289,0.984257497,0.539473670,0.497332030,0.731952741,0.299031263,0.155610129,0.510710921,0.939973990,0.950964163,0.777318978,0.994210248,0.790094999,0.352224378,0.896303358,0.383870040,0.953611550,0.631191807,0.944740291,0.600700900,0.711101847,0.014829812,0.875300142,0.779177177,0.207470247,0.988475034,0.099152633,0.905447351,0.932358301,0.012206507,0.135766704,0.068808336,0.012442740,0.123691367,0.347174600,0.734020508,0.168629765,0.174691504,0.143028417,0.107699958,0.841921842,0.246893885,0.127030526,0.969032141,0.336243461,0.577481638,0.871345223,0.247922098,0.137785775,0.627322265,0.090717999,0.303816607,0.419278076,0.140102223
random45,0.815766651,0.345849084,0.696572988,0.369209293,0.347903249,0.468479016,0.757768096,0.172259514,0.251649926,0.44776039,0.704952041,0.795758552,0.514381097,0.015282743,0.983131923,0.5947668,0.659441721,0.289183887,0.890782182,0.075042527,0.577275292,0.303121881,0.222926216,0.812918613,0.084020675,0.879853307,0.786560097,0.853343467,0.882971742,0.483949927,0.994133516,0.445795257,0.368686263,0.693557318,0.825963583,0.894448122,0.300404913,0.262547044,0.52635326,0.980657712,0.24572155,0.861847214,0.973231787,0.125419327,0.735127108,0.442081179,0.524323252,0.554727684,0.176450413,0.877273411,0.418613599,0.594442265,0.254465565,0.757468817,0.797385075,0.48020728,0.33838541,0.043521872,0.809519205,0.457408578
random46,73,89,2,65,60,97,65,92,2,26,48,19,30,79,35,24,74,64,78,96,74,2,4,65,91,33,59,3,58,5,24,26,27,17,35,55,63,11,38,70,90,54,3,74,40,75,61,100,30,51,39,23,59,82,80,53,68,62,54,75
random47,1,10,6,9,7,5,8,4,8,6,4,10,2,5,6,5,6,9,8,6,9,3,1,6,5,6,8,7,8,0,10,5,5,6,2,1,3,5,1,8,9,9,4,0,0,1,0,9,0,5,2,2,3,3,8,7,2,5,3,9
random48,0.737370631,0.095434424,0.981249975,0.095583126,0.156293064,0.474000120,0.161625771,0.249399743,0.460111799,0.704668270,0.584652601,0.158817713,0.165213145,0.139616069,0.700615513,0.265928711,0.549611061,0.831633366,0.169984336,0.549783453,0.498541648,0.679621965,0.551941180,0.196547437,0.465365551,0.132884625,0.927183041,0.383091986,0.750945250,0.098582054,0.352625495,0.371121511,0.407367651,0.500363405,0.438269178,0.216827632,0.093664278,0.059822609,0.299573299,0.151395076,0.285024239,0.002315591,0.298836726,0.979096670,0.446775372,0.722020671,0.774546934,0.283387376,0.243678849,0.560684937,0.678598264,0.533036931,0.991537503,0.190557508,0.716601505,0.562565530,0.691903715,0.286899692,0.445194894,0.175600036
random49,0.958077516,0.851121099,0.051755224,0.104762529,0.414304692,0.832762299,0.973359291,0.881086649,0.299940468,0.745357154,0.752086738,0.023743444,0.080605832,0.734777973,0.800086447,0.641652552,0.218553049,0.83743512,0.600366959,0.283594495,0.713504312,0.265110008,0.287647884,0.226596023,0.539364993,0.495069054,0.580248865,0.62123891,0.936931986,0.949380892,0.194652736,0.84869826,0.340240277,0.025665196,0.484385392,0.717017775,0.82043324,0.144805889,0.425226978,0.290611631,0.89762009,0.894448558,0.548899846,0.661643883,0.743097861,0.074400574,0.18682258,0.394757731,0.555536169,0.575391834,0.980086978,0.588755005,0.11490711,0.312067508,0.000746497,0.214162049,0.416297471,0.233448841,0.797019698,0.47586323
random50,72,43,68,61,22,87,60,42,27,48,46,31,44,83,99,17,45,93,1,49,94,26,84,13,17,95,90,53,50,1,18,4,82,62,14,41,6,23,29,59,8,35,63,17,61,74,61,60,37,19,4,45,69,51,84,21,56,2,36,35
random51,10,8,4,6,5,3,9,8,1,10,0,1,1,4,8,5,7,0,3,7,3,9,9,7,9,10,0,2,6,6,4,3,10,5,2,6,4,5,9,2,2,5,10,0,10,8,6,7,1,1,10,4,9,8,10,10,7,0,2,4
random52,0.518442422,0.193950571,0.437609337,0.577262392,0.959658973,0.484610640,0.195670235,0.359899844,0.157093816,0.938875254,0.594915250,0.654388330,0.115669407,0.418801660,0.921490478,0.697539685,0.460444793,0.773939903,0.956404398,0.188586477,0.422174726,0.848342807,0.703458477,0.250948133,0.639387494,0.356123246,0.861253801,0.812275461,0.093068395,0.815359789,0.909146517,0.167727503,0.783827944,0.617058783,0.806557649,0.802941777,0.723071751,0.156219442,0.743647844,0.175860396,0.406822422,0.255970415,0.869173987,0.793269339,0.942638350,0.277828610,0.476809420,0.373998144,0.493936012,0.044702822,0.976437792,0.696773092,0.614505275,0.685140278,0.457504595,0.815320259,0.447048186,0.731756275,0.786520816,0.121147612
random53,0.329009578,0.650546711,0.44937167,0.842386525,0.108029452,0.982396742,0.500492041,0.741768148,0.650550268,0.951500023,0.704931491,0.881520698,0.036552825,0.601365698,0.019620814,0.138362096,0.827780341,0.61014247,0.969262594,0.890109616,0.6468674,0.988639195,0.273381583,0.627603285,0.80711818,0.410161399,0.803457703,0.288565837,0.12789895,0.258542612,0.525330478,0.918180149,0.030828353,0.957270962,0.780893003,0.446420963,0.88938284,0.354310127,0.229726323,0.365011792,0.357737277,0.42945942,0.948186768,0.810511666,0.670143627,0.770274424,0.011384321,0.421456187,0.069585369,0.090488493,0.830326219,0.502311714,0.651909479,0.169922271,0.005600208,0.437301111,0.719183361,0.111789564,0.151739615,0.369856054
random54,1,14,27,54,49,93,9,95,52,39,85,3,70,69,50,76,33,73,18,91,26,31,59,65,3,92,52,38,93,61,39,13,54,94,74,17,72,66,22,6,59,41,46,62,93,60,30,45,36,71,53,91,2,27,59,79,25,19,46,8
random55,9,7,7,0,10,7,8,5,10,6,0,5,7,0,7,9,5,6,2,0,1,5,9,9,0,9,5,3,10,1,6,1,9,1,1,9,9,3,8,8,2,9,8,9,4,6,2,10,9,4,7,4,9,0,1,3,8,4,2,5
random56,0.486385277,0.389934073,0.452712063,0.537465929,0.328974559,0.853830644,0.708004465,0.322828796,0.540020733,0.327613750,0.783830385,0.547039144,0.202618673,0.310172518,0.623805674,0.490746787,0.666912983,0.022927593,0.159016346,0.521514510,0.021732938,0.499905626,0.213271493,0.390278423,0.350214289,0.072594613,0.842089573,0.239326220,0.560055260,0.333981127,0.704005402,0.867821385,0.235951262,0.262156109,0.230470821,0.141661567,0.263670973,0.962507425,0.580400571,0.334114830,0.653987059,0.767180760,0.106041399,0.999532491,0.424237227,0.353936601,0.937809016,0.465494128,0.236145564,0.612497238,0.921742699,0.470831925,0.498135675,0.355029279,0.428321645,0.759870607,0.513463527,0.366627763,0.430951778,0.535163681
random57,0.35358828,0.781520059,0.58512951,0.253586751,0.281897206,0.467465279,0.921569342,0.921914603,0.841705921,0.150654717,0.23260139,0.128638113,0.92375728,0.41453563,0.375328141,0.029160301,0.709580391,0.496603167,0.362152585,0.28716161,0.422685416,0.349143566,0.360558272,0.633595595,0.386784156,0.810225299,0.004076213,0.323085664,0.738479275,0.831233547,0.925814903,0.997651119,0.731436782,0.05692963,0.378686346,0.202560934,0.05290975,0.300305345,0.598623497,0.36942526,0.379423077,0.203393937,0.715890718,0.256535112,0.613368041,0.118868986,0.250261707,0.640095963,0.265909914,0.422275153,0.366111272,0.573046979,0.288808185,0.157024805,0.040319358,0.366581949,0.531818957,0.405574687,0.421526632,0.33866178
random58,78,61,78,26,9,50,0,51,28,29,84,90,95,0,12,1,31,91,95,7,70,99,19,5,1,46,41,53,33,63,50,52,37,55,23,80,58,91,98,56,55,85,3,25,10,77,100,32,4,30,23,9,95,74,68,31,17,78,28,25
random59,5,3,0,10,5,8,1,6,9,6,7,10,10,5,6,3,1,5,0,1,4,9,10,2,5,9,8,8,9,2,5,0,2,9,8,6,3,0,1,10,4,10,3,4,1,5,10,7,7,5,3,9,6,5,4,3,1,1,1,10
random60,0.326444483,0.143875003,0.832035712,0.947527583,0.191174710,0.103867181,0.299919847,0.606522069,0.187582454,0.045930996,0.583165577,0.808278766,0.435939391,0.123744147,0.606633928,0.959727545,0.708924860,0.092183353,0.161408027,0.487783083,0.367477718,0.777760567,0.840306334,0.062731068,0.290039491,0.861933037,0.183169503,0.161775730,0.855590515,0.253553354,0.398015899,0.794523943,0.623101209,0.137960259,0.246875492,0.361343956,0.630474960,0.134177152,0.714955795,0.933951824,0.333988323,0.181234819,0.284359123,0.171873822,0.766399848,0.128493877,0.643238922,0.387700048,0.517398779,0.779571097,0.927265521,0.786711634,0.948473687,0.204437169,0.016422188,0.983407829,0.747815267,0.721615688,0.110386537,0.389839880
random61,0.51158165,0.829444661,0.995957885,0.177732653,0.422346509,0.369264828,0.021052742,0.889817272,0.337339339,0.94508676,0.623013005,0.302962696,0.145463344,0.506829829,0.93037458,0.698076194,0.017210395,0.519611766,0.255680771,0.380639995,0.984298598,0.445409118,0.555812394,0.069832082,0.156526028,0.554205907,0.781735082,0.608280055,0.734858801,0.778866637,0.363809326,0.459424322,0.299216283,0.15895454,0.549257856,0.294012513,0.295317917,0.686918895,0.53790556,0.348121102,0.648544761,0.379259864,0.923518473,0.746097854,0.293720635,0.969265814,0.564937738,0.672808038,0.366587592,0.703205149,0.419444163,0.207536454,0.878565035,0.770964576,0.89147527,0.463973285,0.726223272,0.586280929,0.322788733,0.833840979
random62,47,73,71,97,27,65,96,28,50,18,69,46,5,21,28,88,68,82,30,5,56,31,30,46,65,17,41,37,16,78,85,54,91,64,43,30,5,51,13,62,31,34,42,28,66,65,19,89,56,95,8,45,87,97,4,88,39,2,91,22
random63,8,5,4,10,3,3,3,2,6,10,6,5,5,7,10,1,0,1,1,10,3,5,5,9,4,3,3,4,10,8,8,2,8,4,8,4,4,7,8,10,5,5,7,2,6,1,6,4,5,6,3,3,9,6,10,0,5,9,0,5
random64,0.536062106,0.198020212,0.782948222,0.924339029,0.822129533,0.896185442,0.939703491,0.617810280,0.962061438,0.987946149,0.690776194,0.049772484,0.277786668,0.580339130,0.279248555,0.393979846,0.984501400,0.788723766,0.497499254,0.115356459,0.751595063,0.793193679,0.596336762,0.729421715,0.727262900,0.275465582,0.994214453,0.091956992,0.509662138,0.839811333,0.058529478,0.039061182,0.308427817,0.878083558,0.621494199,0.981603009,0.596468485,0.169700619,0.795489139,0.136936103,0.742945238,0.585138531,0.035319093,0.944426841,0.180968933,0.506035266,0.617630919,0.979714398,0.274349886,0.586673697,0.560187282,0.684179813,0.892983690,0.722386193,0.726684731,0.065360175,0.027215485,0.913841798,0.951917661,0.266368949
random65,0.332741966,0.34529147,0.374823673,0.536658488,0.363306855,0.362747134,0.051878085,0.180921015,0.250752676,0.954823164,0.637186839,0.465013775,0.461022965,0.922114957,0.304830125,0.091408757,0.111905443,0.888975392,0.407241803,0.256658093,0.099646661,0.939767779,0.462597367,0.15929463,0.974234679,0.905951007,0.980512,0.518498428,0.822280731,0.293707735,0.958488507,0.193427362,0.488849656,0.323998024,0.067680197,0.713931418,0.695882483,0.67798919,0.446465706,0.001841765,0.134669834,0.555524459,0.921574732,0.662660795,0.588718492,0.444792551,0.004860622,0.182753775,0.489403557,0.768811131,0.343557809,0.953415914,0.011758561,0.87599224,0.429944336,0.721069829,0.592962906,0.500302187,0.671704981,0.759135602
random66,49,87,57,75,37,61,26,54,52,53,48,42,25,29,46,1,3,52,8,36,24,64,45,48,19,74,35,4,5,42,73,49,46,39,26,74,98,32,86,98,47,88,68,87,30,34,11,63,35,76,20,93,5,29,20,53,29,28,70,6
random67,2,5,6,9,7,7,8,9,8,2,2,10,6,8,8,4,0,7,10,2,2,5,4,5,8,0,2,1,6,1,5,2,0,0,9,8,5,1,7,3,8,8,8,8,1,1,2,1,9,3,0,2,3,7,6,5,9,4,8,9
random68,0.179599806,0.561418478,0.054628506,0.655652168,0.657368581,0.721467485,0.118438086,0.672622972,0.903530529,0.977292455,0.009544035,0.714103436,0.535857387,0.547512704,0.044303518,0.819390076,0.023850328,0.287590900,0.399329648,0.751887424,0.388180326,0.866261139,0.801517971,0.274267400,0.336659229,0.440729059,0.953284365,0.188198008,0.838815487,0.961311166,0.843465149,0.496063270,0.965088625,0.810537129,0.170674042,0.295158040,0.707015674,0.364213830,0.131757151,0.401968242,0.784558758,0.783118118,0.587745545,0.615411515,0.132942176,0.622060966,0.649963341,0.652267714,0.156019676,0.147969105,0.092478121,0.759553320,0.245233019,0.240341301,0.262738089,0.830123873,0.482351524,0.546199875,0.612672978,0.515442086
random69,0.728978687,0.095009699,0.53363739,0.010275654,0.420122812,0.580435909,0.265304931,0.771528479,0.62588182,0.003650658,0.796221639,0.658856118,0.112530823,0.55599406,0.395301386,0.254524372,0.22488641,0.4991489,0.390153515,0.432193125,0.491889683,0.06431738,0.4900295,0.386247456,0.269006756,0.977607816,0.034637819,0.715901813,0.519330422,0.611347588,0.585350287,0.578898757,0.880570445,0.962432555,0.618206506,0.421688421,0.106995385,0.071271261,0.196430845,0.421197215,0.007759387,0.544397549,0.5903403,0.06078072,0.818548328,0.834298164,0.775361886,0.745420516,0.829760668,0.338538025,0.143867435,0.458550469,0.552828599,0.477686375,0.599436699,0.54111715,0.823581423,0.251400316,0.999829147,0.172468705
random70,89,17,94,28,68,76,89,34,99,16,85,79,73,60,30,21,93,54,82,41,23,86,98,72,13,38,72,10,23,83,93,56,81,74,10,97,78,25,99,31,80,19,57,55,31,43,80,51,15,3,67,19,44,67,31,36,37,68,37,94
random71,1,3,8,0,2,8,3,10,3,0,0,2,0,2,7,6,0,6,7,9,9,3,10,9,1,2,8,6,3,6,10,3,0,2,3,0,3,2,6,4,6,2,6,6,9,6,6,3,6,4,3,4,0,0,8,8,8,7,7,4
random72,0.028162477,0.046190241,0.325230658,0.292079448,0.864879539,0.669805206,0.139723089,0.122103052,0.615802800,0.154242895,0.075568614,0.971970514,0.287854484,0.377811629,0.799615860,0.479712076,0.530069252,0.456072219,0.792800983,0.283540909,0.183524480,0.765649110,0.403661388,0.788492700,0.942020865,0.805608825,0.379361918,0.657102955,0.260823515,0.738142105,0.210447419,0.477627933,0.088449269,0.803625471,0.381005728,0.304596932,0.559367678,0.141436460,0.107621362,0.085434968,0.944970053,0.491373254,0.516554755,0.625882235,0.674782522,0.944244605,0.015709410,0.737870716,0.071291814,0.992478523,0.226843541,0.897024290,0.327765480,0.547937539,0.965382863,0.192072120,0.949112434,0.463955528,0.510389296,0.304341546
random73,0.697033536,0.914879386,0.630447815,0.563956258,0.072687794,0.347172245,0.443348083,0.800160656,0.362105895,0.24332155,0.722909519,0.638792156,0.569945878,0.756512619,0.226643221,0.848382514,0.507104407,0.147405996,0.380719375,0.886016983,0.927862997,0.119031918,0.734553956,0.699290139,0.703456161,0.871152361,0.022337083,0.605794626,0.804835012,0.253340008,0.46800707,0.823127301,0.408466119,0.879691033,0.496573618,0.517893491,0.085889945,0.620251892,0.687220017,0.55805097,0.662194875,0.928343799,0.295292961,0.341128437,0.835025832,0.466815846,0.978319467,0.505387458,0.094428702,0.824184499,0.172195517,0.885899418,0.988398339,0.716956991,0.143732758,0.065304397,0.798709392,0.930581961,0.684257163,0.470017733
random74,21,5,12,7,31,85,73,27,80,48,86,57,66,43,34,93,75,84,95,89,93,99,93,36,75,21,32,56,78,48,0,99,29,90,43,29,34,20,83,51,39,64,95,64,61,53,0,68,63,49,62,23,0,45,7,58,48,42,59,49
random75,1,7,3,4,4,2,7,2,5,6,6,2,3,3,2,7,9,7,4,4,3,7,1,1,7,1,3,3,9,10,0,2,4,9,1,9,2,1,7,1,7,5,8,9,9,2,3,1,5,6,8,4,9,6,2,10,3,2,1,0
random76,0.273533015,0.688615030,0.785167753,0.133253900,0.289900870,0.329410343,0.809685578,0.703420575,0.375666298,0.993063663,0.270113392,0.196253242,0.820436401,0.440144473,0.610262825,0.333670047,0.250244550,0.537136062,0.321369540,0.599505119,0.844530373,0.393648477,0.225521748,0.067412317,0.392168246,0.117329250,0.956600234,0.932543771,0.628468192,0.492015681,0.331967672,0.105430915,0.033895330,0.450596149,0.321258007,0.152314637,0.616922009,0.015414813,0.555532904,0.740668774,0.152815520,0.189190896,0.549517217,0.600465130,0.953885520,0.553533617,0.246209960,0.354974200,0.316150122,0.925253541,0.050901528,0.995839863,0.034787881,0.579478080,0.909262754,0.746205646,0.672132998,0.140112017,0.028809187,0.535337538
random77,0.752219021,0.635679655,0.886826353,0.428638546,0.731712936,0.450289899,0.90891963,0.850783455,0.771110973,0.432553146,0.554437712,0.580570105,0.42031593,0.690659433,0.491435165,0.822106365,0.327239984,0.556459542,0.198143319,0.4072289,0.547046461,0.876255191,0.220931684,0.273794965,0.111480304,0.986753237,0.299683313,0.524671444,0.110924292,0.188419198,0.286515356,0.845313252,0.219215956,0.253173323,0.194151857,0.704690332,0.487348045,0.580328108,0.472410351,0.341630189,0.035508122,0.905713306,0.882542561,0.407558339,0.940499286,0.200089224,0.926871731,0.562809564,0.034583209,0.653138981,0.524236446,0.415115216,0.364807211,0.080334237,0.337611466,0.514831024,0.702667153,0.012922484,0.856286224,0.727729178
random78,80,20,1,14,1,55,82,34,97,31,11,62,63,22,96,81,41,50,30,82,96,83,3,50,12,4,1,76,78,70,98,29,88,80,70,39,29,20,8,49,31,75,7,54,29,70,69,35,51,97,80,59,59,81,13,39,9,34,59,18
random79,0,6,9,3,0,4,6,2,1,1,7,2,2,1,8,6,3,0,1,8,8,10,9,3,0,7,2,0,3,3,5,7,9,4,5,5,0,5,7,6,9,4,0,7,2,7,5,9,6,2,2,5,0,6,8,4,5,10,2,6
random80,0.229147166,0.046167727,0.064819378,0.907098974,0.596120431,0.774513992,0.712540999,0.650728295,0.571730782,0.231912611,0.861494464,0.223917317,0.971849852,0.874334861,0.431667039,0.107557062,0.097544662,0.610159867,0.314797784,0.098759929,0.255628555,0.280834307,0.819218141,0.807658347,0.779325332,0.337647167,0.738533666,0.843524876,0.171092503,0.089285118,0.460415982,0.956776946,0.140005709,0.171340425,0.129977323,0.478811333,0.578070732,0.740195072,0.796454337,0.429433015,0.371497584,0.792968218,0.191740827,0.117313184,0.658329022,0.404569387,0.069595458,0.757249935,0.731008697,0.102271548,0.771546597,0.483391154,0.305390783,0.245093494,0.567123902,0.820647582,0.170498967,0.994728380,0.993665136,0.323159249
random81,0.975353617,0.198049991,0.961730749,0.292199413,0.682200654,0.611084831,0.613395713,0.632806244,0.631347265,0.267856642,0.988024203,0.053410541,0.029805154,0.301172737,0.245682938,0.492415966,0.435831728,0.03916035,0.357492271,0.772953892,0.305322747,0.846410957,0.798185672,0.066545009,0.783036869,0.517007433,0.200482939,0.444168389,0.210779176,0.886034579,0.650936736,0.010703382,0.997110606,0.512291239,0.277842045,0.999351253,0.827133666,0.708072148,0.079752209,0.970066205,0.903182059,0.685066988,0.008914663,0.34084266,0.11972807,0.545694082,0.286730596,0.525792425,0.119910823,0.385058594,0.925881582,0.105191383,0.367898283,0.764100133,0.45007914,0.184803262,0.692973401,0.513166726,0.311065537,0.088999313
random82,98,98,23,91,40,63,75,96,24,19,28,97,39,31,96,22,5,49,26,18,27,69,64,54,62,23,78,25,16,1,2,97,40,51,40,33,24,85,2,99,79,56,34,55,3,100,16,51,92,88,11,11,98,0,60,48,45,80,75,94
random83,5,9,3,5,6,4,1,9,6,2,8,8,5,0,6,7,9,5,0,5,0,5,3,1,5,4,4,10,7,9,1,5,8,10,7,5,2,3,6,5,4,3,4,2,10,4,5,3,3,2,6,2,5,3,1,5,7,3,3,0
random84,0.241233539,0.388517857,0.257825904,0.780968760,0.192014343,0.916491240,0.577250756,0.907785522,0.757436627,0.372170054,0.980591121,0.775515533,0.125241275,0.141191491,0.298542580,0.658389174,0.641502674,0.121153502,0.782620335,0.174720870,0.059976368,0.693375523,0.697139823,0.777543810,0.797552295,0.031212830,0.368804233,0.792632115,0.559688427,0.898518906,0.354674995,0.564278723,0.969806284,0.097617643,0.243612645,0.858273989,0.510021378,0.837946329,0.199038492,0.286448599,0.058393369,0.974758528,0.132308864,0.302047874,0.890559777,0.747334316,0.165697613,0.362583855,0.120687674,0.173123420,0.996190187,0.259931696,0.451934717,0.152335227,0.158759226,0.703614289,0.305829341,0.251318867,0.748778819,0.750060369
random85,0.012004315,0.070662439,0.092847538,0.15568884,0.610054868,0.179109004,0.912952644,0.097823214,0.989286486,0.924951454,0.835132003,0.642949939,0.66028977,0.847819439,0.871898405,0.621637464,0.91116643,0.109480429,0.173479868,0.833129189,0.816760675,0.869040368,0.122979482,0.629739768,0.439528756,0.753939297,0.454666475,0.542153672,0.517708418,0.632588279,0.832035082,0.954642376,0.603532748,0.796458144,0.186945763,0.347613714,0.419869139,0.258245858,0.126069086,0.047868975,0.171230168,0.710881649,0.61307413,0.794345193,0.518938325,0.157740482,0.048351072,0.232062804,0.875728849,0.788601879,0.368061943,0.933632598,0.315689073,0.539420989,0.32652636,0.391284816,0.936631832,0.892394495,0.216227755,0.954222452
random86,75,2,55,48,88,64,11,36,89,89,10,31,82,12,94,21,53,22,19,72,21,5,89,4,22,90,76,14,34,36,98,28,16,44,46,65,91,41,62,84,46,52,89,51,24,29,9,31,18,38,45,30,12,47,61,100,56,21,84,56
random87,0,10,10,9,9,4,1,4,6,6,9,4,8,4,3,6,6,4,10,0,6,7,7,0,1,3,6,1,6,9,6,10,9,0,10,0,10,7,9,1,7,8,6,1,3,4,9,0,9,2,10,2,3,2,4,3,10,3,9,1
random88,0.473052216,0.983796409,0.444823351,0.292390067,0.332297422,0.872276189,0.535956944,0.634075550,0.574550974,0.365872482,0.488805429,0.866329463,0.682137111,0.520718310,0.830439245,0.580950838,0.546051532,0.303657249,0.071580478,0.301236059,0.713188859,0.830264393,0.944800828,0.982053817,0.914263143,0.043545800,0.174494216,0.882752712,0.574655231,0.793657750,0.836259046,0.843243230,0.338120385,0.986516116,0.769119936,0.798648369,0.259542747,0.659406943,0.749070954,0.621518504,0.724824599,0.223889895,0.021676968,0.648817944,0.670177996,0.460820050,0.922088180,0.281609994,0.967006809,0.008846109,0.832164341,0.962370542,0.687788280,0.474175215,0.774637212,0.602496425,0.517916825,0.979188966,0.699052180,0.713426121
random89,0.159800087,0.541150728,0.035544464,0.154347611,0.880308403,0.330079401,0.309899539,0.238164076,0.03776412,0.332622071,0.907251665,0.820839055,0.327156124,0.468993869,0.613824892,0.231586463,0.615331283,0.589022752,0.484401656,0.467578217,0.997059465,0.677199308,0.730961782,0.281058232,0.683212986,0.365628493,0.955643478,0.817875387,0.976637502,0.640927485,0.20324949,0.418526439,0.869380486,0.793187123,0.227534987,0.887708,0.461565693,0.604725838,0.953422839,0.764276213,0.309663917,0.560236003,0.119050081,0.201148497,0.443448568,0.670797386,0.355519013,0.880022229,0.755248893,0.575903018,0.567526797,0.095646091,0.237214399,0.704950112,0.46830673,0.610984435,0.083561288,0.642529408,0.725929786,0.784994758
